catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
360029181,Canon EOS 5D Mark III,EF100-400mm f/4.5-5.6L IS II USM,1600,400 mm,Flash did not fire,f/6.3,1/1000 sec,4269 pixels x 3016 pixels,10.37 MB,,,,,Bald Eagle,Haliaeetus leucocephalus,Joey  Hausler,2021-08-08,2021,5.0,27,North America
465776711,NIKON Z 9,VR 800mm f/5.6E,900,1120 mm,Flash did not fire,f/8.0,1/2500 sec,4365 pixels x 2910 pixels,7.44 MB,,,,,Peregrine Falcon,Falco peregrinus,David Chamberlin,2022-06-22,2022,5.0,27,North America
486607091,DSC-RX10M4,8.8-220mm f/2.4-4.0,100,212.8 mm,Flash did not fire,f/4.0,1/500 sec,4054 pixels x 2703 pixels,1.65 MB,,,,,Lincoln's Sparrow,Melospiza lincolnii,Caileigh Kirkby,2022-09-22,2022,5.0,27,North America
88577961,NIKON D7100,300.0 mm f/2.8,1600,500 mm,"Flash did not fire, auto",f/7.1,1/4000 sec,2200 pixels x 1467 pixels,1.3 MB,,,,,Piping Plover,Charadrius melodus,Scott Martin,2015-06-19,2015,5.0,27,North America
164088741,Canon EOS-1D X Mark II,EF100-400mm f/4.5-5.6L IS II USM,640,400 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,2250 pixels x 1449 pixels,3.64 MB,,,,,Great Horned Owl,Bubo virginianus,"James R. Hill, III",2019-05-08,2019,5.0,68,North America
74191951,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1250,400 mm,"Flash did not fire, auto",f/5.6,1/640 sec,2519 pixels x 1418 pixels,1.47 MB,,,,,Allen's Hummingbird,Selasphorus sasin,Dean LaTray,2017-04-25,2017,5.0,27,North America
115759301,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,"Flash did not fire, auto",f/5.6,1/2500 sec,3232 pixels x 2433 pixels,3.32 MB,,,,,Brown-capped Rosy-Finch,Leucosticte australis,Joel Such,2018-07-31,2018,5.0,27,North America
119565731,DMC-FZ300,,100,108 mm,"Flash did not fire, auto",f/4.0,1/800 sec,3136 pixels x 2100 pixels,3.31 MB,,,,,Cinnamon Teal,Spatula cyanoptera,Brad Vissia,2018-10-13,2018,5.0,27,North America
177526291,Canon EOS 5D Mark IV,EF300mm f/2.8L IS II USM +1.4x III,400,420 mm,"Flash did not fire, auto",f/6.3,1/640 sec,2400 pixels x 1600 pixels,801.64 KB,,,,,Swallow-tailed Kite,Elanoides forficatus,Louis Bevier,2019-09-15,2019,5.0,27,North America
524981751,NIKON D500,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/5.6,1/800 sec,4788 pixels x 3102 pixels,8.68 MB,,,,,Snail Kite,Rostrhamus sociabilis,Arjun Subramanian,2022-12-22,2022,5.0,27,North America
615103248,ILCE-6400,E 150-500mm F5-6.7 A057,800,500 mm,Flash did not fire,f/6.7,1/1250 sec,4642 pixels x 3714 pixels,6.83 MB,,,,,Allen's Hummingbird,Selasphorus sasin,TJ Hastings,2024-02-20,2024,5.0,27,North America
604375611,NIKON Z 9,AF-S NIKKOR 500mm f/5.6E PF ED VR,8000,500 mm,Flash did not fire,f/5.6,1/3200 sec,2048 pixels x 1365 pixels,456.4 KB,,,,,Rivoli's Hummingbird,Eugenes fulgens,Graham Deese,2023-08-10,2023,5.0,27,North America
545689621,NIKON Z 9,NIKKOR Z 600mm f/4 TC VR S,1000,840 mm,Flash did not fire,f/5.6,0.04 sec,4242 pixels x 2828 pixels,7.95 MB,,,,,Eastern Screech-Owl,Megascops asio,Alphonsus Deodatus,2023-03-14,2023,5.0,27,North America
560944571,NIKON D750,200.0-500.0 mm f/5.6,1100,500 mm,Flash did not fire,f/5.6,1/200 sec,4458 pixels x 2508 pixels,10.62 MB,,,,,Great Horned Owl,Bubo virginianus,John Jansen,2023-04-21,2023,5.0,27,North America
586593931,ILCE-1,FE 600mm F4 GM OSS,1000,600 mm,Flash did not fire,f/5.6,1/1250 sec,2000 pixels x 1600 pixels,229.52 KB,,,,,Short-crested Coquette,Lophornis brachylophus,Anthony Lujan,2023-06-12,2023,5.0,27,North America
621141656,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,8000,500 mm,Flash did not fire,f/7.1,1/1000 sec,4337 pixels x 2893 pixels,4.66 MB,,,,,Kentucky Warbler,Geothlypis formosa,Joe Ballschneider,2024-07-04,2024,5.0,28,North America
608542225,Canon EOS-1D X Mark II,EF600mm f/4L IS II USM,400,600 mm,Flash did not fire,f/7.1,1/500 sec,3150 pixels x 2100 pixels,5.21 MB,,,,,Merlin,Falco columbarius,Geoff Malosh,2023-09-02,2023,5.0,27,North America
548901801,Canon EOS R7,EF600mm f/4L IS III USM,640,600 mm,Flash did not fire,f/4.0,0.02 sec,5856 pixels x 3294 pixels,6.11 MB,,,,,Scaly-breasted Kingfisher,Actenoides princeps,Kenneth Cheong,2023-03-15,2023,5.0,42,Asia
608719946,NIKON D500,500.0 mm f/5.6,320,500 mm,Flash did not fire,f/6.3,1/2000 sec,5568 pixels x 3480 pixels,8.9 MB,,,,,European Golden-Plover,Pluvialis apricaria,Alper Tüydeş,2023-09-11,2023,5.0,30,Asia
501959161,NIKON D850,500.0 mm f/5.6,4000,500 mm,Flash did not fire,f/5.6,1/200 sec,2000 pixels x 1333 pixels,1.62 MB,,,,,Blue Eared-Pheasant,Crossoptilon auritum,Marcel Holyoak,2019-06-08,2019,5.0,29,Asia
125795621,Canon EOS 7D,,320,400 mm,"Flash did not fire, auto",f/7.1,1/800 sec,3240 pixels x 2160 pixels,4.96 MB,,,,,Mediterranean Gull,Ichthyaetus melanocephalus,Ohad Sherer,2016-12-23,2016,5.0,29,Asia
623308690,Canon EOS 80D,EF70-300mm f/4-5.6L IS USM,400,300 mm,Flash did not fire,f/10.0,1/1250 sec,4173 pixels x 2782 pixels,1.64 MB,,,,,Steller's Sea-Eagle,Haliaeetus pelagicus,Sila Viriyautsahakul,2019-02-20,2019,5.0,30,Asia
544689311,NIKON D7500,150.0-600.0 mm f/5.0-6.3,320,600 mm,Flash did not fire,f/7.1,1/3200 sec,3728 pixels x 2485 pixels,1.22 MB,,,,,Arabian Green Bee-eater,Merops cyanophrys,Rotem Avisar,2023-03-10,2023,5.0,32,Asia
261516871,NIKON D850,500.0 mm f/5.6,800,500 mm,Flash did not fire,f/5.6,1/800 sec,2500 pixels x 1667 pixels,2.74 MB,,,,,Baer's Pochard,Aythya baeri,Yann Muzika,2020-03-11,2020,5.0,32,Asia
431876931,NIKON D500,500.0 mm f/5.6,800,500 mm,Flash did not fire,f/6.3,1/1000 sec,3233 pixels x 2280 pixels,815.67 KB,,,,,Black-faced Spoonbill,Platalea minor,Rui-Yang Ho,2022-04-04,2022,5.0,31,Asia
326446401,NIKON D4S,600.0 mm f/4.0,1600,850 mm,Flash did not fire,f/5.6,0.02 sec,4242 pixels x 2823 pixels,4.47 MB,,,,,Sri Lanka Bay-Owl,Phodilus assimilis,Mohamed Mothi,2021-04-11,2021,5.0,31,Asia
372601591,NIKON D7200,,220,500 mm,Flash did not fire,f/6.3,1/640 sec,1425 pixels x 1468 pixels,1.11 MB,,,,,Caucasian Snowcock,Tetraogallus caucasicus,Bradeanu Alin,2021-09-20,2021,5.0,31,Asia
568756581,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,500,428 mm,Flash did not fire,f/6.3,1/500 sec,5579 pixels x 3138 pixels,17.07 MB,,,,,Eurasian Nightjar,Caprimulgus europaeus,Piki Ish-Shalom,2023-05-08,2023,5.0,31,Asia
457080061,ILCE-1,FE 600mm F4 GM OSS + 1.4X Teleconverter,250,840 mm,Flash did not fire,f/5.6,1/3200 sec,4868 pixels x 2741 pixels,8.03 MB,,,,,Caspian Plover,Anarhynchus asiaticus,Nasir Almehrzi,2022-06-04,2022,5.0,26,Asia
205839151,NIKON D7200,200.0-500.0 mm f/5.6,1600,500 mm,"Flash did not fire, auto",f/8.0,1/60 sec,6000 pixels x 4000 pixels,4.27 MB,,,,,Satyr Tragopan,Tragopan satyra,Tshering Tobgay,2019-04-22,2019,5.0,27,Asia
617873033,NIKON Z 7_2,NIKKOR Z 400mm f/4.5 VR S Z TC-2.0x,4500,800 mm,Flash did not fire,f/9.0,1/2500 sec,4381 pixels x 2921 pixels,4.62 MB,,,,,Eastern Bonelli's Warbler,Phylloscopus orientalis,Uriel Levy,2024-04-20,2024,5.0,25,Asia
463507241,NIKON D500,500.0 mm f/4.0,450,500 mm,Flash did not fire,f/4.0,1/640 sec,2957 pixels x 1971 pixels,1.16 MB,,,,,Common Loon,Gavia immer,Matthew Bode,2022-06-25,2022,5.0,56,North America
499418031,Canon EOS 80D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,250,388 mm,Flash did not fire,f/7.1,1/400 sec,3412 pixels x 2284 pixels,2.99 MB,,,,,Rose-ringed Parakeet,Psittacula krameri,Bhaarat Vyas,2022-10-30,2022,5.0,28,Asia
521680941,ILCE-9,,400,600 mm,Flash did not fire,f/8.0,1/1000 sec,6000 pixels x 4000 pixels,10.56 MB,,,,,Whooper Swan,Cygnus cygnus,Hung-Chieh Chien,2023-01-08,2023,5.0,28,Asia
205853701,Canon EOS 7D Mark II,EF800mm f/5.6L IS USM,400,800 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,4426 pixels x 2900 pixels,6.1 MB,,,,,Pallas's Rosefinch,Carpodacus roseus,Purevsuren Tsolmonjav,2018-04-08,2018,5.0,28,Asia
440899151,NIKON D500,200.0-500.0 mm f/5.6,800,230 mm,Flash did not fire,f/5.6,1/800 sec,4469 pixels x 2979 pixels,10.23 MB,,,,,Siberian Grouse,Falcipennis falcipennis,Grigory Evtukh,2021-05-24,2021,5.0,27,Asia
465280371,NIKON D850,,320,500 mm,Flash did not fire,f/6.3,1/1250 sec,6113 pixels x 4075 pixels,5.13 MB,,,,,Sillem's Rosefinch,Carpodacus sillemi,Shigui Huang,2022-07-05,2022,5.0,27,Asia
538527931,Canon EOS-1D X Mark II,EF600mm f/4L IS II USM,1250,600 mm,Flash did not fire,f/4.0,1/2000 sec,3644 pixels x 2429 pixels,4.6 MB,,,,,Short-eared Owl,Asio flammeus,Jun Yang,2023-02-19,2023,5.0,27,Asia
622206651,Canon EOS 90D,60-600mm F4.5-6.3 DG OS HSM | Sports 018,160,600 mm,Flash did not fire,f/8.0,1/800 sec,5941 pixels x 3960 pixels,10.86 MB,,,,,Caspian Snowcock,Tetraogallus caspius,Ömer Kilit,2024-08-04,2024,5.0,27,Asia
627684559,NIKON D500,150.0-600.0 mm f/5.0-6.3,1000,500 mm,Flash did not fire,f/7.1,1/2000 sec,2931 pixels x 1954 pixels,2.24 MB,,,,,Fire-fronted Serin,Serinus pusillus,uri laor,2024-12-18,2024,5.0,32,Asia
142205181,NIKON D750,,900,700 mm,"Flash did not fire, auto",f/8.0,1/1250 sec,1500 pixels x 1000 pixels,547.67 KB,,,,,Harlequin Duck,Histrionicus histrionicus,Paul Maury,2019-02-21,2019,5.0,30,North America
122296851,Canon EOS 7D Mark II,EF400mm f/5.6L USM,800,400 mm,"Flash did not fire, auto",f/5.6,1/6400 sec,1803 pixels x 1260 pixels,807.09 KB,,,,,Gray Kingbird,Tyrannus dominicensis,Peter Trimble,2018-11-04,2018,5.0,30,North America
618557501,NIKON D7500,150.0-600.0 mm f/5.0-6.3,200,600 mm,Flash did not fire,f/6.3,1/640 sec,3750 pixels x 2498 pixels,3.68 MB,,,,,Golden-winged Warbler,Vermivora chrysoptera,Manny Salas,2024-05-05,2024,5.0,57,North America
245949141,NIKON D750,200.0-500.0 mm f/5.6,250,440 mm,"Flash did not fire, auto",f/5.6,0.01 sec,2179 pixels x 1684 pixels,2.21 MB,,,,,Jungle Owlet,Glaucidium radiatum,Dilip C Gupta,2019-04-28,2019,5.0,37,Asia
324613401,ILCE-7M3,FE 200-600mm F5.6-6.3 G OSS,500,600 mm,Flash did not fire,f/8.0,1/1000 sec,2316 pixels x 1544 pixels,3.43 MB,,,,,Sandhill Crane,Antigone canadensis,Justin Bright,2021-04-09,2021,5.0,30,North America
372877081,Canon EOS R,EF400mm f/5.6L USM +1.4x III,800,560 mm,Flash did not fire,f/8.0,1/200 sec,3374 pixels x 2215 pixels,488.23 KB,,,,,American Avocet,Recurvirostra americana,Alex Shipherd,2021-09-26,2021,5.0,90,North America
173162991,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,"Flash did not fire, auto",f/5.6,1/800 sec,5425 pixels x 3499 pixels,3.34 MB,,,,,Himalayan Bulbul,Pycnonotus leucogenys,William Hearn,2019-08-16,2019,5.0,38,Asia
153929961,NIKON D5300,,320,460 mm,Flash did not fire,f/8.0,1/2000 sec,5432 pixels x 3563 pixels,9.67 MB,,,,,Crowned Sandgrouse,Pterocles coronatus,Ori Davidor,2019-04-25,2019,5.0,38,Asia
615759374,Canon EOS R6,150-600mm F5-6.3 DG OS HSM | Contemporary 015,10000,546 mm,Flash did not fire,f/8.0,1/400 sec,3601 pixels x 2401 pixels,710.09 KB,,,,,Ashy Tailorbird,Orthotomus ruficeps,Zebedee Muller,2023-12-01,2023,5.0,39,Asia
522968011,ILCE-7M4,FE 200-600mm F5.6-6.3 G OSS,4000,600 mm,Flash did not fire,f/7.1,1/800 sec,3529 pixels x 2353 pixels,4.23 MB,,,,,Black-crested Coquette,Lophornis helenae,Tyler Wenzel,2023-01-09,2023,5.0,97,North America
381351011,Canon EOS-1D X Mark II,EF500mm f/4L IS II USM +2x III,800,1000 mm,Flash did not fire,f/8.0,1/1250 sec,1920 pixels x 1200 pixels,851.53 KB,,,,,White-bellied Heron,Ardea insignis,Sagar Gosavi,2019-01-01,2019,5.0,35,Asia
419784281,ILCE-9M2,FE 200-600mm F5.6-6.3 G OSS,400,338 mm,Flash did not fire,f/8.0,1/2000 sec,2003 pixels x 1127 pixels,1.17 MB,,,,,Reddish Egret,Egretta rufescens,Braulio Castillo,2022-02-24,2022,5.0,30,North America
614779890,Canon PowerShot SX50 HS,4.3-215.0 mm,80,14.9 mm,"Flash fired, red-eye reduction",f/5.0,1/320 sec,1600 pixels x 1200 pixels,1.92 MB,,,,,White-eyed Vireo,Vireo griseus,Aquiles Brinco,2020-02-23,2020,5.0,30,North America
613526850,Canon EOS R5,,1000,800 mm,Flash did not fire,f/11.0,1/2500 sec,2920 pixels x 1948 pixels,3.04 MB,,,,,Northern Shrike,Lanius borealis,Lesley Tullis,2024-01-14,2024,5.0,30,North America
627349370,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,1600,500 mm,Flash did not fire,f/8.0,1/160 sec,4782 pixels x 3188 pixels,3.22 MB,,,,,Collared Bush-Robin,Tarsiger johnstoniae,Con-gjie Lin,2024-12-08,2024,5.0,34,Asia
525915301,Canon EOS R7,RF100-400mm F5.6-8 IS USM,400,347 mm,Flash did not fire,f/9.0,1/640 sec,6703 pixels x 4396 pixels,5.46 MB,,,,,Killdeer,Charadrius vociferus,Ryan Justice,2023-01-07,2023,5.0,30,North America
622697869,Canon EOS R7,150-600mm F5-6.3 DG OS HSM | Contemporary 015,400,600 mm,Flash did not fire,f/6.3,1/1600 sec,4081 pixels x 2707 pixels,2.48 MB,,,,,Broad-billed Sandpiper,Calidris falcinellus,shahar yogev,2024-08-19,2024,5.0,34,Asia
607016211,NIKON Z 8,AF-S NIKKOR 500mm f/5.6E PF ED VR,900,500 mm,Flash did not fire,f/5.6,1/1600 sec,4199 pixels x 2807 pixels,4.97 MB,,,,,Semipalmated Sandpiper,Calidris pusilla,Mitchell Goldfarb,2023-08-15,2023,5.0,30,North America
600670141,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,1600,500 mm,Flash did not fire,f/10.0,1/1250 sec,4096 pixels x 2925 pixels,2.59 MB,,,,,King Eider,Somateria spectabilis,Elliott Ress,2023-07-13,2023,5.0,30,North America
545984031,Canon EOS REBEL SL1,100-400mm F5-6.3 DG OS HSM | Contemporary 017,500,400 mm,Flash did not fire,f/6.3,1/500 sec,1948 pixels x 1334 pixels,1.1 MB,,,,,Lawrence's Goldfinch,Spinus lawrencei,Max Breshears,2023-03-15,2023,5.0,30,North America
627113351,Canon EOS R7,RF200-800mm F6.3-9 IS USM,1000,200 mm,Flash did not fire,f/6.3,1/1000 sec,6806 pixels x 4537 pixels,3.87 MB,,,,,Royal Penguin,Eudyptes schlegeli,Oscar Thomas,2024-11-27,2024,5.0,38,Australia
569878221,NIKON D850,300.0 mm f/4.0,360,500 mm,Flash did not fire,f/8.0,1/1250 sec,7300 pixels x 4867 pixels,9.58 MB,,,,,Cape Rockjumper,Chaetops frenatus,Regard Van Dyk,2023-05-07,2023,5.0,23,Africa
406940951,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM,640,500 mm,Flash did not fire,f/8.0,1/1600 sec,2922 pixels x 2921 pixels,3.67 MB,,,,,Northern Bald Ibis,Geronticus eremita,Matias Castren,2022-01-17,2022,5.0,53,Europe
613068674,OM-1,OLYMPUS M.300mm F4.0,3200,300 mm,Flash did not fire,f/5.0,1/3200 sec,2000 pixels x 1429 pixels,1.05 MB,,,,,Crested Caracara,Caracara plancus,Julio Mulero,2023-12-27,2023,5.0,44,North America
348728411,NIKON D850,,320,500 mm,Flash did not fire,f/5.6,1/3200 sec,3119 pixels x 2247 pixels,2.29 MB,,,,,Masked Lapwing,Vanellus miles,Andy Gee,2021-06-17,2021,5.0,38,Australia
573812121,Canon EOS-1D X Mark II,EF100-400mm f/4.5-5.6L IS II USM,5000,400 mm,Flash did not fire,f/7.1,1/320 sec,2078 pixels x 1385 pixels,1.91 MB,,,,,Crescent-chested Warbler,Oreothlypis superciliosa,Sandra Peterson,2023-05-17,2023,5.0,40,North America
579218921,NIKON Z 6_2,VR 300mm f/4E,560,300 mm,Flash did not fire,f/4.0,1/2500 sec,1801 pixels x 2706 pixels,4.78 MB,,,,,Long-tailed Silky-flycatcher,Ptiliogonys caudatus,Deborah Bifulco,2023-05-16,2023,5.0,40,North America
448832361,Canon EOS 5D Mark IV,500mm F4 DG OS HSM | Sports 016,200,500 mm,Flash did not fire,f/8.0,1/800 sec,3390 pixels x 4237 pixels,5.52 MB,,,,,Yellow-billed Spoonbill,Platalea flavipes,Mark WRIGHT,2022-04-24,2022,5.0,24,Australia
301658221,NIKON Z 6,500.0 mm f/5.6,2500,500 mm,Flash did not fire,f/5.6,1/800 sec,5496 pixels x 3657 pixels,8.9 MB,,,,,King Eider,Somateria spectabilis,Stephen Davies,2021-01-26,2021,5.0,44,North America
471403501,ILCE-7RM4A,FE 200-600mm F5.6-6.3 G OSS,320,419 mm,Flash did not fire,f/7.1,1/400 sec,4000 pixels x 2666 pixels,4.53 MB,,,,,Spinifex Pigeon,Geophaps plumifera,Duncan Henderson,2022-07-31,2022,5.0,24,Australia
596797511,Canon EOS R7,EF600mm f/4L IS USM +1.4x,3200,840 mm,Flash did not fire,f/7.1,1/1000 sec,5394 pixels x 3596 pixels,6.16 MB,,,,,Azure Kingfisher,Ceyx azureus,Paul Heath,2023-07-23,2023,5.0,24,Australia
614216439,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,320,500 mm,Flash did not fire,f/7.1,1/1000 sec,5435 pixels x 3882 pixels,6.65 MB,,,,,Apostlebird,Struthidea cinerea,Julie Clark,2024-01-29,2024,5.0,24,Australia
322056391,NIKON D500,500.0 mm f/5.6,200,500 mm,Flash did not fire,f/6.3,1/800 sec,4528 pixels x 3019 pixels,6.37 MB,,,,,Black-fronted Dotterel,Thinornis melanops,Terence Alexander,2021-04-02,2021,5.0,24,Australia
136697291,Canon EOS 7D,EF500mm f/4L IS USM,1000,500 mm,"Flash did not fire, auto",f/5.0,1/1600 sec,4032 pixels x 2688 pixels,7.34 MB,,,,,White-browed Coucal,Centropus superciliosus,Chris Sayers,2019-01-05,2019,5.0,23,Africa
555065771,Canon EOS R7,150-600mm F5-6.3 DG OS HSM | Contemporary 015,800,531 mm,Flash did not fire,f/6.3,1/400 sec,5696 pixels x 4337 pixels,4.02 MB,,,,,Cape Rockjumper,Chaetops frenatus,Luke Goddard,2023-04-08,2023,5.0,23,Africa
266128641,Canon EOS 5DS R,EF800mm f/5.6L IS USM,4000,800 mm,Flash did not fire,f/9.0,1/8000 sec,4007 pixels x 2731 pixels,9.38 MB,,,,,Phainopepla,Phainopepla nitens,Greg Homel,2020-09-26,2020,5.0,44,North America
371674491,ILCE-6500,Sony FE 200–600mm F5.6–6.3 G OSS (SEL200600G),400,600 mm,Flash did not fire,f/8.0,1/1600 sec,2500 pixels x 1667 pixels,1.99 MB,,,,,Red Phalarope,Phalaropus fulicarius,Miguel Rouco,2021-09-22,2021,5.0,27,Europe
575212511,NIKON Z 9,NIKKOR Z 800mm f/6.3 VR S,1600,800 mm,Flash did not fire,f/6.3,1/4000 sec,1920 pixels x 1200 pixels,159.18 KB,,,,,Eurasian Hobby,Falco subbuteo,Sin-Syue Li,2023-05-18,2023,5.0,52,Europe
205820861,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS USM,500,400 mm,"Flash did not fire, auto",f/8.0,1/200 sec,3984 pixels x 3104 pixels,2.52 MB,,,,,Middle Spotted Woodpecker,Dendrocoptes medius,Davor Krnjeta,2017-11-25,2017,5.0,27,Europe
618056797,ILCE-6700,FE 200-600mm F5.6-6.3 G OSS,4000,588 mm,Flash did not fire,f/7.1,1/1250 sec,3475 pixels x 2317 pixels,7.3 MB,,,,,White-browed Babbler,Pomatostomus superciliosus,Gary Dickson,2024-04-27,2024,5.0,25,Australia
292750711,Canon EOS-1D X Mark II,EF500mm f/4L IS II USM +1.4x III,1000,700 mm,Flash did not fire,f/7.1,1/125 sec,1688 pixels x 1125 pixels,427.47 KB,,,,,Dwarf Bittern,Botaurus sturmii,Niall D Perrins,2020-12-27,2020,5.0,26,Africa
362433921,ILCE-9,FE 200-600mm F5.6-6.3 G OSS,800,600 mm,Flash did not fire,f/6.3,1/3200 sec,1889 pixels x 1182 pixels,2.11 MB,,,,,Pallid Swift,Apus pallidus,Rui Pereira | Portugal Birding,2021-08-18,2021,5.0,51,Europe
619514684,ILCE-7RM5,FE 200-600mm F5.6-6.3 G OSS,1250,600 mm,Flash did not fire,f/6.3,1/800 sec,3808 pixels x 2538 pixels,532.18 KB,,,,,Swift Parrot,Lathamus discolor,Claire Watson,2024-05-03,2024,5.0,25,Australia
114037691,NIKON D500,150.0-600.0 mm f/5.0-6.3,400,600 mm,Flash did not fire,f/7.1,1/1250 sec,2842 pixels x 2274 pixels,2.6 MB,,,,,Brown Falcon,Falco berigora,Hayley Alexander,2018-09-08,2018,5.0,25,Australia
162626701,Canon EOS-1D X Mark II,EF600mm f/4L IS II USM +1.4x III,1000,840 mm,"Flash did not fire, auto",f/5.6,0.01 sec,1500 pixels x 1000 pixels,728.55 KB,,,,,Kimberley Honeyeater,Meliphaga fordiana,Laurie Ross | Tracks Birding & Photography Tours,2019-05-31,2019,5.0,25,Australia
255813911,NIKON D7500,,1100,170 mm,Flash did not fire,f/5.6,1/3200 sec,4847 pixels x 3086 pixels,4.31 MB,,,,,Wedge-tailed Shearwater,Ardenna pacifica,Michael Daley,2020-08-15,2020,5.0,25,Australia
614372085,NIKON D7500,150.0-600.0 mm f/5.0-6.3,3600,600 mm,Flash did not fire,f/6.3,1/640 sec,4699 pixels x 3712 pixels,12.33 MB,,,,,Cooper's Hawk,Astur cooperii,Markus Duhme,2024-02-03,2024,5.0,44,North America
586521261,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,640,500 mm,Flash did not fire,f/8.0,1/2000 sec,3598 pixels x 2400 pixels,3.45 MB,,,,,Brown Falcon,Falco berigora,Jill Duncan &  Ken Bissett,2023-06-16,2023,5.0,37,Australia
357768991,NIKON D500,150.0-600.0 mm f/5.0-6.3,560,600 mm,Flash did not fire,f/8.0,1/800 sec,2600 pixels x 1734 pixels,4.57 MB,,,,,Rockwarbler,Origma solitaria,Cary Lewis,2021-06-07,2021,5.0,37,Australia
609595475,Canon EOS R3,RF100-500mm F4.5-7.1 L IS USM,2500,500 mm,Flash did not fire,f/7.1,1/5000 sec,2199 pixels x 1589 pixels,1.44 MB,,,,,Red-browed Treecreeper,Climacteris erythrops,David Ongley,2023-09-30,2023,5.0,25,Australia
624904380,NIKON Z 8,AF-S NIKKOR 500mm f/5.6E PF ED VR,1400,500 mm,Flash did not fire,f/5.6,1/1000 sec,3653 pixels x 2435 pixels,3.81 MB,,,,,Hume's Warbler,Phylloscopus humei,Elias Biegger,2024-10-13,2024,5.0,27,Europe
614273137,Canon EOS 7D Mark II,,,421 mm,Flash did not fire,f/8.0,1/2000 sec,4656 pixels x 3104 pixels,9.87 MB,,,,,Short-eared Owl,Asio flammeus,Miguel Rodríguez Esteban,2024-02-01,2024,5.0,27,Europe
196881281,NIKON D7500,200.0-500.0 mm f/5.6,160,500 mm,Flash did not fire,f/6.3,1/800 sec,3908 pixels x 2605 pixels,696.51 KB,,,,,Pied Stilt,Himantopus leucocephalus,Lachlan Read,2020-01-03,2020,5.0,37,Australia
539626311,Canon EOS 2000D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,800,600 mm,Flash did not fire,f/6.3,1/640 sec,6000 pixels x 4000 pixels,6.5 MB,,,,,Smew,Mergellus albellus,Richard Peteranderl,2023-02-26,2023,5.0,27,Europe
234803971,PENTAX K-3,450 mm f/--,320,450 mm,"Flash did not fire, auto",f/5.6,1/500 sec,3385 pixels x 2251 pixels,1.75 MB,,,,,Cerulean Warbler,Setophaga cerulea,Pam Linge,2020-05-13,2020,5.0,38,North America
268692901,Canon EOS 80D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,1600,500 mm,Flash did not fire,f/6.3,1/250 sec,4696 pixels x 3130 pixels,1.62 MB,,,,,Rufous Bristlebird,Dasyornis broadbenti,Andreas Heikaus,2020-10-04,2020,5.0,24,Australia
589914221,ILCE-1,FE 200-600mm F5.6-6.3 G OSS + 1.4X Teleconverter,1600,840 mm,Flash did not fire,f/9.0,1/640 sec,2137 pixels x 2671 pixels,2.89 MB,,,,,Spotted Pardalote,Pardalotus punctatus,Bernadett Kery,2023-07-01,2023,5.0,23,Australia
204629791,NIKON D800,,400,600 mm,"Flash did not fire, auto",f/8.0,1/2500 sec,3800 pixels x 2585 pixels,5.84 MB,,,,,Rosy Starling,Pastor roseus,Pavel Štěpánek,2018-06-18,2018,5.0,45,Europe
490666091,NIKON D5,600.0 mm f/4.0,3600,600 mm,Flash did not fire,f/4.0,1/2000 sec,5231 pixels x 3487 pixels,7.67 MB,,,,,Knysna Turaco (Southern),Tauraco corythaix corythaix,Jérémy Calvo,2017-08-12,2017,5.0,28,Africa
486780931,ILCE-6000,FE 200-600mm F5.6-6.3 G OSS,500,600 mm,Flash did not fire,f/8.0,31666/39582501 sec,4184 pixels x 2789 pixels,2.85 MB,,,,,Sanderling,Calidris alba,Alberto Aguiar Álamo,2022-09-23,2022,5.0,28,Africa
621188099,NIKON Z 9,NIKKOR Z 800mm f/6.3 VR S Z TC-1.4x,1600,1120 mm,Flash did not fire,f/10.0,1/1600 sec,4947 pixels x 3298 pixels,2.74 MB,,,,,Australian Painted-Snipe,Rostratula australis,Heyn de Kock,2023-12-06,2023,5.0,23,Australia
624824162,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,6400,176 mm,Flash did not fire,f/5.0,1/1000 sec,3000 pixels x 2000 pixels,2.83 MB,,,,,Radde's Warbler,Phylloscopus schwarzi,Odysseas Froilán Papageorgiou,2024-10-11,2024,5.0,29,Europe
